#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB
 20260816    02:39:57       0    323     64      -    100     19      0      0      0      0   9501   1965  23289      4      0
 20260816    02:39:57       1    293     70      -    100     19      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:39:58       0    318     64      -     85     19      0      0      0      0   9501   1965  23289      4      0
 20260816    02:39:58       1    289     70      -     85     20      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:39:59       0    320     63      -    100     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:39:59       1    292     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:00       0    316     63      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:00       1    288     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:01       0    313     63      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:01       1    287     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:02       0    318     64      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:02       1    293     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:03       0    315     64      -     84     23      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:03       1    290     70      -     84     22      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:04       0    320     64      -     98     18      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:04       1    295     70      -     99     18      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:05       0    312     64      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:05       1    288     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:06       0    313     63      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:06       1    289     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:07       0    317     63      -    100     21      0      0      0      0   9501   1950  23289      4      0
