#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB
 20260816    02:40:07       1    293     70      -    100     22      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:08       0    316     63      -     79     37      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:08       1    291     70      -     79     35      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:09       0    319     63      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:09       1    293     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:10       0    312     63      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:10       1    286     69      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:11       0    317     63      -    100     17      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:11       1    287     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:12       0    312     62      -     84     22      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:12       1    288     69      -     84     22      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:13       0    314     63      -    100     23      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:13       1    289     70      -    100     21      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:14       0    312     62      -    100     18      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:14       1    286     70      -    100     18      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:15       0    317     63      -    100     17      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:15       1    292     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:16       0    315     63      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:16       1    290     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB
 20260816    02:40:17       0    316     62      -     98     26      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:17       1    290     69      -     99     27      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:18       0    312     63      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:18       1    289     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:19       0    313     62      -    100     23      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:19       1    288     69      -     99     23      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:20       0    317     63      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:20       1    294     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:21       0    314     63      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:21       1    290     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:22       0    316     62      -     98     29      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:22       1    292     70      -     98     28      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:23       0    312     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:23       1    289     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:24       0    312     62      -    100     18      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:24       1    288     70      -    100     18      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:25       0    316     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:25       1    292     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:26       0    310     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:26       1    286     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:27       0    314     62      -     97     20      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:27       1    289     70      -     99     20      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:28       0    311     61      -     97     28      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:28       1    290     70      -     98     27      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:29       0    311     62      -     98     23      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:29       1    290     70      -     99     23      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:30       0    316     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:30       1    295     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:31       0    313     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:31       1    290     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:32       0    319     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:32       1    294     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:33       0    312     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:33       1    288     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:34       0    312     62      -    100     18      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:34       1    289     70      -    100     18      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:35       0    317     61      -    100     24      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:35       1    293     70      -    100     25      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:36       0    307     62      -     98     17      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:36       1    286     70      -     99     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:37       0    317     62      -    100     17      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:37       1    294     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:38       0    312     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:38       1    290     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB
 20260816    02:40:39       0    311     61      -    100     22      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:39       1    288     70      -    100     22      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:40       0    317     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:40       1    295     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:41       0    313     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:41       1    291     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:42       0    319     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:42       1    297     71      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:43       0    312     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:43       1    290     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:44       0    310     61      -     96     21      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:44       1    288     70      -     98     19      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:45       0    317     62      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:45       1    294     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:46       0    311     61      -     98     19      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:46       1    288     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:47       0    316     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:47       1    294     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:48       0    314     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:48       1    292     71      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:49       0    311     61      -    100     22      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:49       1    288     70      -     98     23      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:50       0    316     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:50       1    293     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:51       0    313     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:51       1    292     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:52       0    316     62      -    100     17      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:52       1    294     71      -    100     26      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:53       0    308     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:53       1    287     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:54       0    309     60      -     79     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:54       1    288     70      -    100     18      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:55       0    316     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:55       1    294     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:56       0    310     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:56       1    289     70      -    100     19      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:57       0    314     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:57       1    292     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:58       0    311     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:58       1    290     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:40:59       0    309     60      -     98     23      0      0      0      0   9501   1950  23289      4      0
 20260816    02:40:59       1    288     70      -     98     23      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:00       0    314     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:41:00       1    293     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
#Date        Time         gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm
#YYYYMMDD    HH:MM:SS     Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB
 20260816    02:41:01       0    312     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:41:01       1    292     71      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:02       0    315     60      -    100     18      0      0      0      0   9501   1950  23289      4      0
 20260816    02:41:02       1    293     70      -    100     18      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:03       0    313     61      -    100     16      0      0      0      0   9501   1950  23289      4      0
 20260816    02:41:03       1    291     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:04       0    312     61      -     80     18      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:04       1    290     69      -     80     19      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:05       0    314     61      -     97     27      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:05       1    288     71      -     98     27      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:06       0    312     61      -    100     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:06       1    287     70      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:07       0    321     61      -    100     17      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:07       1    297     71      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:08       0    313     61      -    100     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:08       1    289     71      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:09       0    314     60      -     63     11      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:09       1    290     69      -     69     12      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:10       0    312     61      -     98     22      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:10       1    288     70      -     98     23      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:11       0    315     61      -    100     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:11       1    289     70      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:12       0    321     61      -    100     17      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:12       1    297     71      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:13       0    315     61      -    100     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:13       1    291     71      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:14       0    315     59      -     81     19      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:14       1    291     69      -     87     19      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:15       0    316     61      -    100     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:15       1    291     71      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:16       0    315     61      -    100     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:16       1    290     71      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:17       0    322     61      -    100     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:17       1    296     71      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:18       0    319     61      -    100     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:18       1    288     71      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:19       0    315     61      -     77     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:19       1    289     70      -     77     15      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:20       0    316     60      -    100     17      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:20       1    291     71      -    100     17      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:21       0    316     61      -    100     17      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:21       1    291     71      -    100     16      0      0      0      0   9501   1875  23289  23289      0
 20260816    02:41:22       0    281     57      -    100     16      0      0      0      0   9501   1965  23289      4      0
 20260816    02:41:22       1    258     67      -    100     16      0      0      0      0   9501   1875  23289  23289      0
