# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    331     62      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2561   2628 
    1    313     71      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2614   2829 
    0    329     63      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    706    670 
    1    310     71      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    650    705 
    0    329     62      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    743    714 
    1    312     71      -     99     42      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    692   1205 
    0    329     63      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    896    608 
    1    311     72      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    598   2404 
    0    329     63      -     99     68      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    751    680 
    1    311     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    693    657 
    0    329     62      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2523   2719 
    1    311     71      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2463   2618 
    0    332     63      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    713   1498 
    1    313     72      -     99     50      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2264   2442 
    0    335     63      -     99     47      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    698    671 
    1    317     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    690    712 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    331     62      -    100     23      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    754    761 
    1    311     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    664    721 
    0    329     62      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   1233    709 
    1    309     71      -     98     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    693    664 
    0    325     62      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    783    712 
    1    310     71      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    691    702 
    0    330     62      -     99     73      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    656    671 
    1    312     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    658    665 
    0    329     62      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    743    713 
    1    312     71      -     99     73      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    651    672 
    0    329     62      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    785   1643 
    1    311     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2447   2632 
    0    330     62      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    650    671 
    1    312     71      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    696    708 
    0    331     61      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    774    707 
    1    313     71      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    656    703 
    0    331     62      -     99     60      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    719    671 
    1    313     72      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    647    701 
    0    331     62      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    681    718 
    1    313     72      -     98     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    670    708 
    0    328     61      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    744    666 
    1    312     71      -     99     73      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    694    707 
    0    330     61      -     99     77      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    744    707 
    1    314     71      -     99     54      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    685    757 
    0    327     62      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    732    705 
    1    310     72      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    730    664 
    0    329     61      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    766    675 
    1    312     71      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    701    715 
    0    329     61      -     99     73      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    805   1245 
    1    313     71      -     99     43      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    666    591 
    0    332     61      -     99     52      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2838   2917 
    1    315     71      -     99     70      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2695   3333 
    0    330     61      -    100     19      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2583   2768 
    1    313     71      -    100     21      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    652    743 
    0    332     61      -     99     56      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   1032    714 
    1    315     72      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    690    661 
    0    329     61      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2432   2723 
    1    313     72      -     99     62      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    671    686 
    0    330     61      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    760    714 
    1    313     71      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    688    728 
    0    329     61      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    746    714 
    1    313     72      -     99     79      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    651    652 
    0    330     61      -     99     73      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2439   2635 
    1    313     71      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2581   1127 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    329     61      -    100     23      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    795    673 
    1    312     71      -    100     34      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    695    706 
    0    329     61      -     99     72      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    775    789 
    1    314     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    676    931 
    0    329     61      -    100     20      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    741    694 
    1    312     72      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    759    659 
    0    327     61      -    100     20      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    771    674 
    1    312     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    650    665 
    0    328     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    757    705 
    1    312     71      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    653    748 
    0    329     61      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    776    681 
    1    315     71      -     99     53      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    713    686 
    0    329     61      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    756    610 
    1    313     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    581    658 
    0    329     61      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    767    673 
    1    314     72      -     99     58      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    656    721 
    0    330     61      -     99     53      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    767    678 
    1    314     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    660    664 
    0    329     61      -    100     19      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    710    679 
    1    314     72      -    100     23      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    662    707 
    0    331     61      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    766    748 
    1    315     71      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    668    786 
    0    329     61      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2493   2692 
    1    313     72      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    846    708 
    0    328     61      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    740    606 
    1    311     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    639    665 
    0    328     61      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    752   2552 
    1    313     72      -    100     25      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2433   2634 
    0    329     61      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2588   2718 
    1    313     72      -     99     42      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2703   2858 
    0    329     60      -    100     20      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    752    773 
    1    313     72      -     99     63      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    662    632 
    0    329     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    760    707 
    1    313     72      -     99     72      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    683    665 
    0    327     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    732    674 
    1    312     72      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    734    671 
    0    329     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    694    694 
    1    313     71      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    661    693 
    0    330     60      -     99     69      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    689    713 
    1    315     72      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    699    665 
    0    328     61      -    100     20      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2528   2729 
    1    312     72      -     99     54      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    661    700 
    0    328     60      -     99     51      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    661    696 
    1    313     72      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    675    684 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    330     61      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2681   2899 
    1    314     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2591   2898 
    0    329     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    762    674 
    1    312     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    651   1505 
    0    326     61      -    100     21      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    736    714 
    1    311     72      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    643    707 
    0    326     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    685    716 
    1    311     72      -     99     73      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    684    665 
    0    329     60      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    763    670 
    1    315     72      -     99     67      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    732    700 
    0    330     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    770    751 
    1    316     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    691    792 
    0    327     60      -    100     35      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   1618    711 
    1    313     72      -    100     29      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    649    678 
    0    332     60      -     99     45      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2734   2168 
    1    316     72      -    100     27      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    801   1195 
    0    325     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    746    674 
    1    310     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    651    665 
    0    327     60      -     99     65      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2453   2736 
    1    315     72      -     99     56      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2503   2627 
    0    330     60      -     99     73      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2425   2623 
    1    314     72      -     99     78      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    665    757 
    0    332     60      -     99     35      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    749    758 
    1    316     72      -    100     26      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    671    598 
    0    327     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    760    672 
    1    314     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    738    749 
    0    332     60      -     99     80      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2681   3081 
    1    319     72      -     99     67      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2678   3004 
    0    330     60      -    100     20      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    758    719 
    1    314     72      -     99     59      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    649    664 
    0    328     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    998    610 
    1    313     71      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    662    714 
    0    331     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    746    720 
    1    316     72      -     99     66      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    671    707 
    0    330     61      -    100     31      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    836    605 
    1    314     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    595    665 
    0    327     60      -     99     73      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    778    672 
    1    312     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    866    995 
    0    329     60      -     98     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2096    751 
    1    316     72      -     99     80      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    891   2546 
    0    326     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   1703    712 
    1    316     72      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    699    664 
    0    324     60      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    755    671 
    1    311     72      -     99     61      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    700    659 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    328     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    772    706 
    1    314     72      -     99     78      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    685    741 
    0    330     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2654   2899 
    1    317     72      -    100     25      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2159    727 
    0    327     60      -     99     47      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    758    672 
    1    312     72      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    699    693 
    0    325     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2599   2831 
    1    312     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2594   2837 
    0    333     60      -     99     73      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    811    743 
    1    318     72      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    616    664 
    0    328     60      -     99     50      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    806    620 
    1    312     72      -    100     21      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    593    665 
    0    327     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    774    679 
    1    312     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    709    686 
    0    327     60      -     99     77      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    758    750 
    1    313     72      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    732    743 
    0    329     60      -     99     34      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    766    679 
    1    314     72      -    100     25      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    663    859 
    0    327     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    745    678 
    1    312     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    655    710 
    0    328     60      -     99     77      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    771    717 
    1    315     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    646    764 
    0    328     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2723   2809 
    1    313     72      -     99     65      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2701   2808 
    0    326     60      -    100     32      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    752    703 
    1    311     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    607    658 
    0    328     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    755    673 
    1    313     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    695    658 
    0    326     60      -     99     59      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   1277    712 
    1    311     72      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    649    664 
    0    328     60      -     99     72      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    757    714 
    1    313     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    653    707 
    0    328     60      -     99     78      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    677    715 
    1    315     72      -     99     44      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    642    747 
    0    329     60      -    100     22      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2527   2729 
    1    314     72      -     99     49      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2523   2728 
    0    328     60      -     99     71      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    741    658 
    1    311     72      -     99     66      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    638    708 
    0    328     59      -     99     73      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2666   2718 
    1    312     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2703   1755 
    0    329     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2738   2807 
    1    314     72      -     99     40      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2431   2958 
    0    322     60      -     99     73      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    762    673 
    1    307     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    660    665 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    327     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2618   2830 
    1    313     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2458   2629 
    0    328     59      -     99     40      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    861   2135 
    1    315     72      -     99     76      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   1866   2134 
    0    328     60      -     98     68      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2528   2732 
    1    314     72      -    100     23      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2345   2542 
    0    327     59      -     99     72      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    759    683 
    1    312     72      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    660    680 
    0    328     60      -    100     32      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   1842   2630 
    1    313     72      -    100     42      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2509   2627 
    0    326     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2578   2761 
    1    311     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2672   2775 
    0    328     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    742    675 
    1    312     72      -     99     73      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    698    658 
    0    328     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2617   2830 
    1    314     72      -     99     68      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2368    680 
    0    329     60      -     99     73      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    718    707 
    1    313     72      -     99     59      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    693   2397 
    0    325     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    728    673 
    1    311     72      -     99     72      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    696    708 
    0    329     59      -     99     52      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    789    676 
    1    314     72      -     99     69      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    649    701 
    0    329     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2844   2899 
    1    316     73      -     99     78      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2765   2891 
    0    328     60      -    100     27      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    685    674 
    1    312     72      -    100     21      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    655    707 
    0    328     59      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2323   2529 
    1    312     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2265   2768 
    0    330     60      -     99     66      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    756    713 
    1    316     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    653    708 
    0    329     60      -    100     23      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2542   2745 
    1    314     72      -     99     78      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2346   2523 
    0    329     60      -     99     67      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2513   2713 
    1    314     72      -     99     73      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2397   1979 
    0    327     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    766    713 
    1    313     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    647    701 
    0    327     60      -    100     21      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2421   1980 
    1    312     72      -    100     27      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    692    728 
    0    327     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    753    703 
    1    313     72      -     99     57      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    685    657 
    0    329     60      -     99     41      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    790    714 
    1    314     72      -     99     60      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    652    750 
    0    328     60      -     99     77      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2617   2588 
    1    314     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2431   2673 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  sbecc  dbecc    pci  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   errs   errs   errs   MB/s   MB/s 
    0    329     60      -    100     20      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    692    672 
    1    315     72      -     99     57      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    650    704 
    0    327     59      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    752    714 
    1    313     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    702    665 
    0    329     60      -     99     46      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2468   2560 
    1    315     73      -    100     22      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2480   2681 
    0    328     60      -     99     76      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    721    700 
    1    313     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    664   2007 
    0    329     59      -     98     73      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    756    694 
    1    315     72      -     99     77      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    678    665 
    0    329     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    761   2072 
    1    315     72      -    100     45      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2419   2657 
    0    328     60      -     99     75      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    753    671 
    1    313     72      -     99     75      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    646    705 
    0    327     60      -     99     71      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    759    715 
    1    313     73      -    100     20      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    695    713 
    0    329     60      -    100     36      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    757    732 
    1    314     72      -     99     77      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    593    658 
    0    324     59      -    100     27      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0    724    658 
    1    311     72      -     99     48      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0    646    707 
    0    327     60      -     99     74      0      0      0      0   9501   1950      0      0  23439      4      0      -      -      0   2681   3091 
    1    313     72      -     99     74      0      0      0      0   9501   1875      0      0  23439  23439      0      -      -      0   2677    881 
