# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB
    1    352     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    380     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    353     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    378     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    351     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    378     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    351     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    379     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    352     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    379     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    352     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB
    0    379     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    352     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    379     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    352     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    379     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    353     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    379     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    353     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    379     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    353     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    378     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    351     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    380     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    353     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    380     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    353     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
    0    380     64      -    100     96      0      0      0      0   9501   1965  23289      4      0
    1    353     73      -    100     96      0      0      0      0   9501   1875  23289  23289      0
