# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    360     52      -    100     96      0      0      0      0   9501   1950  23289      4      0 
    1    349     68      -    100     96      0      0      0      0   9501   1890  23289  23289      0 
    0    360     52      -    100     96      0      0      0      0   9501   1950  23289      4      0 
    1    349     68      -    100     96      0      0      0      0   9501   1890  23289  23289      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk     fb   bar1   ccpm 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz     MB     MB     MB 
    0    361     52      -    100     96      0      0      0      0   9501   1950  23289      4      0 
    1    350     69      -    100     96      0      0      0      0   9501   1890  23289  23289      0 
    0    361     53      -    100     96      0      0      0      0   9501   1950  23289      4      0 
    1    350     69      -    100     96      0      0      0      0   9501   1890  23289  23289      0 
    0    351     53      -    100     96      0      0      0      0   9501   1950  23289      4      0 
    1    338     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    361     53      -    100     96      0      0      0      0   9501   1950  23289      4      0 
    1    344     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    361     53      -    100     96      0      0      0      0   9501   1950  23289      4      0 
    1    345     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    361     53      -    100     96      0      0      0      0   9501   1950  23289      4      0 
    1    345     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    354     54      -    100     96      0      0      0      0   9501   1950  23289      4      0 
    1    339     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    360     54      -    100     96      0      0      0      0   9501   1950  23289      4      0 
    1    345     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    360     54      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    345     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    363     54      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    345     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    364     54      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    345     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    364     55      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    345     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    364     55      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    345     69      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    364     55      -    100     96      0      0      0      0   9501   1965  23289      4      0 
    1    345     70      -    100     96      0      0      0      0   9501   1875  23289  23289      0 
    0    355     55      -    100     96      0      0      0      0   9501   1965  23289      4      0 
